Indicator,GES_matrix,Country,MPROG,RLABO,HELCOM_subbasin,HELCOM_L3,HELCOM_L4,STATN,SD_StationCode,SD_StationName,SD_ReplacedBy_StationCode,SD_ReplacedBy_StationName,MYEAR,DATE,Latitude,Longitude,PURPM,FINFL,DEPHU,DEPHL,PARGROUP,PARAM,MATRX,MATRX_std,METPT,METPT_std,Filtered,BASIS,MUNIT,Value,QFLAG,VFLAG,DETLI,LMQNT,UNCRT,METCU,ALABO,METOA,SMTYP,DCFLGs,SMPNO,SUBNO,tblAnalysisID,tblParamID,tblSampleID,tblSpotID,tblUploadID
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2012,18/06/2012,54.005919,14.233521,T~S,,0.5,0.5,I-MET,PB,WT,WT,ACD~FM-CN-0.45,ACD~FM-CN-0.45,Yes,W,ug/l,1,<,,,,,,SZPP,AAS-ETA,RU,00-CONV-SF,1,1,447634,46491053,2065388,350684,10190
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2012,18/07/2012,54.005919,14.233521,T~S,,0.5,0.5,I-MET,CD,WT,WT,ACD~FM-CN-0.45,ACD~FM-CN-0.45,Yes,W,ug/l,0.394,,,,,,,SZPP,AAS-ETA,RU,00-CONV-SF,1,1,447634,46491919,2065396,350668,10190
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2012,18/07/2012,54.005919,14.233521,T~S,,0.5,0.5,I-MET,PB,WT,WT,ACD~FM-CN-0.45,ACD~FM-CN-0.45,Yes,W,ug/l,1,<,,,,,,SZPP,AAS-ETA,RU,00-CONV-SF,1,1,447634,46491047,2065396,350668,10190
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2012,12/09/2012,54.005919,14.233521,T~S,,0.5,0.5,I-MET,CD,WT,WT,ACD~FM-CN-0.45,ACD~FM-CN-0.45,Yes,W,ug/l,0.109,,,,,,,SZPP,AAS-ETA,RU,00-CONV-SF,1,1,447634,46491907,2065408,350656,10190
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2012,12/09/2012,54.005919,14.233521,T~S,,0.5,0.5,I-MET,PB,WT,WT,ACD~FM-CN-0.45,ACD~FM-CN-0.45,Yes,W,ug/l,1,<,,,,,,SZPP,AAS-ETA,RU,00-CONV-SF,1,1,447634,46491035,2065408,350656,10190
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2016,24/08/2016,54.005919,14.233521,T~S,,0.5,1,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.143,,A,,0.024,44,%,SZPP,AAS-ETA,RU,,75,1,565576,49025503,2159445,387785,10521
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2016,24/08/2016,54.005919,14.233521,T~S,,0.5,1,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,0.36,26,%,SZPP,AAS-ETA,RU,,75,1,565576,49024053,2159445,387785,10521
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2016,13/07/2016,54.005919,14.233521,T~S,,0.5,1,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.186,,A,,0.024,44,%,SZPP,AAS-ETA,RU,,61,1,565576,49025504,2159431,387776,10521
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2016,13/07/2016,54.005919,14.233521,T~S,,0.5,1,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,0.36,26,%,SZPP,AAS-ETA,RU,,61,1,565576,49024064,2159431,387776,10521
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2016,13/09/2016,54.005919,14.233521,T~S,,0.5,1,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.114,,A,,0.024,44,%,SZPP,AAS-ETA,RU,,83,1,565576,49025497,2159453,387791,10521
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2016,13/09/2016,54.005919,14.233521,T~S,,0.5,1,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,0.36,26,%,SZPP,AAS-ETA,RU,,83,1,565576,49024048,2159453,387791,10521
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2016,15/06/2016,54.005919,14.233521,T~S,,0.5,1,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.027,,A,,0.024,44,%,SZPP,AAS-ETA,RU,,49,1,565576,49025517,2159419,387825,10521
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2016,15/06/2016,54.005919,14.233521,T~S,,0.5,1,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,0.36,26,%,SZPP,AAS-ETA,RU,,49,1,565576,49024077,2159419,387825,10521
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2016,17/03/2016,54.005919,14.233521,T~S,,0.5,1,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.036,,A,,0.024,44,%,SZPP,AAS-ETA,RU,,27,1,565576,49025536,2159397,387749,10521
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2016,17/03/2016,54.005919,14.233521,T~S,,0.5,1,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,0.36,26,%,SZPP,AAS-ETA,RU,,27,1,565576,49024105,2159397,387749,10521
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2016,17/02/2016,54.005919,14.233521,T~S,,0.5,1,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.058,,A,,0.024,44,%,SZPP,AAS-ETA,RU,,14,1,565576,49025550,2159384,387741,10521
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2016,17/02/2016,54.005919,14.233521,T~S,,0.5,1,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,0.36,26,%,SZPP,AAS-ETA,RU,,14,1,565576,49024106,2159384,387741,10521
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2018,18/09/2018,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.024,Q,,,0.024,44,%,SZPP,AAS-ETA,RU,,63,1,614534,52630306,2306008,456978,11172
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2018,18/09/2018,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,0.36,26,%,SZPP,AAS-ETA,RU,,63,1,614534,52630472,2306008,456978,11172
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2018,08/08/2018,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.024,Q,,,0.024,44,%,SZPP,AAS-ETA,RU,,51,1,614534,52630312,2306020,456975,11172
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2018,08/08/2018,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,0.36,26,%,SZPP,AAS-ETA,RU,,51,1,614534,52630478,2306020,456975,11172
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2018,12/03/2018,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.024,Q,,,0.024,44,%,SZPP,AAS-ETA,RU,,14,1,614534,52630294,2306055,457017,11172
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2018,12/03/2018,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,0.36,26,%,SZPP,AAS-ETA,RU,,14,1,614534,52630462,2306055,457017,11172
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2018,23/07/2018,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.024,Q,,,0.024,44,%,SZPP,AAS-ETA,RU,,42,1,614534,52630307,2306024,457021,11172
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2018,23/07/2018,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,0.36,26,%,SZPP,AAS-ETA,RU,,42,1,614534,52630485,2306024,457021,11172
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2018,25/06/2018,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.024,Q,,,0.024,44,%,SZPP,AAS-ETA,RU,,32,1,614534,52630324,2306037,457020,11172
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2018,25/06/2018,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,0.36,26,%,SZPP,AAS-ETA,RU,,32,1,614534,52630490,2306037,457020,11172
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2018,07/02/2018,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,0.36,26,%,SZPP,AAS-ETA,RU,,8,1,614534,52630459,2306060,456972,11172
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2018,07/02/2018,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.028,,A,,0.024,44,%,SZPP,AAS-ETA,RU,,8,1,614534,52630291,2306060,456972,11172
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2019,26/09/2019,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,<,A,,0.36,26,%,SZPP,AAS-ETA,RU,,62,1,632511,54334415,2380845,483847,11453
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2019,07/08/2019,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,<,A,,0.36,26,%,SZPP,AAS-ETA,RU,,49,1,632511,54334412,2380854,483854,11453
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2019,18/07/2019,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,<,A,,0.36,26,%,SZPP,AAS-ETA,RU,,41,1,632511,54334420,2380870,483803,11453
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2019,07/08/2019,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.323,,A,,0.024,37,%,SZPP,AAS-ETA,RU,,49,1,632511,54334059,2380854,483854,11453
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2019,06/02/2019,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,<,A,,0.36,26,%,SZPP,AAS-ETA,RU,,5,1,632511,54334425,2380828,483794,11453
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2019,28/03/2019,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,<,A,,0.36,26,%,SZPP,AAS-ETA,RU,,16,1,632511,54334419,2380893,483797,11453
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2019,05/06/2019,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.038,,A,,0.024,37,%,SZPP,AAS-ETA,RU,,32,1,632511,54334073,2380873,483800,11453
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2019,18/07/2019,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.934,,A,,0.024,37,%,SZPP,AAS-ETA,RU,,41,1,632511,54334081,2380870,483803,11453
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2019,06/02/2019,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.218,,A,,0.024,37,%,SZPP,AAS-ETA,RU,,5,1,632511,54334066,2380828,483794,11453
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2019,28/03/2019,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.165,,A,,0.024,37,%,SZPP,AAS-ETA,RU,,16,1,632511,54334069,2380893,483797,11453
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2019,26/09/2019,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.029,,A,,0.024,37,%,SZPP,AAS-ETA,RU,,62,1,632511,54334061,2380845,483847,11453
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2021,16/06/2021,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.024,Q,,,,,,SZPP,AAS-ETA,,00-CONV-SF,3,1,898488,62744330,3623144,620110,12532
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2021,16/06/2021,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,,,,SZPP,AAS-ETA,,00-CONV-SF,3,1,898488,62743970,3623144,620110,12532
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2020,05/03/2020,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.08,,A,,0.024,37,%,SZPP,AAS-ETA,RU,,14,1,953237,64860003,3985874,658633,12664
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2020,05/03/2020,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,A,,0.36,26,%,SZPP,AAS-ETA,RU,,14,1,953237,64860496,3985874,658633,12664
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2021,01/03/2021,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.11,,,,,,,SZPP,AAS-ETA,,00-CONV-SF,3,1,898488,62744321,3623180,620086,12532
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2021,01/03/2021,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,,,,SZPP,AAS-ETA,,00-CONV-SF,3,1,898488,62743961,3623180,620086,12532
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2021,18/01/2021,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.024,Q,,,,,,SZPP,AAS-ETA,,00-CONV-SF,3,1,898488,62744318,3623183,620080,12532
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2021,18/01/2021,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,,,,SZPP,AAS-ETA,,00-CONV-SF,3,1,898488,62743958,3623183,620080,12532
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2021,07/10/2021,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.032,,,,,,,SZPP,AAS-ETA,,00-CONV-SF,3,1,898488,62744312,3623105,620132,12532
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2021,07/10/2021,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,,,,SZPP,AAS-ETA,,00-CONV-SF,3,1,898488,62743952,3623105,620132,12532
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2021,06/09/2021,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.039,,,,,,,SZPP,AAS-ETA,,00-CONV-SF,3,1,898488,62744306,3623117,620124,12532
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2021,06/09/2021,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,,,,SZPP,AAS-ETA,,00-CONV-SF,3,1,898488,62743946,3623117,620124,12532
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2021,28/07/2021,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.115,,,,,,,SZPP,AAS-ETA,,00-CONV-SF,3,1,898488,62744298,3623131,620116,12532
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2021,28/07/2021,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,,,,SZPP,AAS-ETA,,00-CONV-SF,3,1,898488,62743938,3623131,620116,12532
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2020,14/09/2020,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,1.1,,A,,0.024,37,%,SZPP,AAS-ETA,RU,,74,1,953237,64860025,3985815,658670,12664
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2020,14/09/2020,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,A,,0.36,26,%,SZPP,AAS-ETA,RU,,74,1,953237,64860518,3985815,658670,12664
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2020,09/07/2020,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.132,,A,,0.024,37,%,SZPP,AAS-ETA,RU,,52,1,953237,64859995,3985841,658706,12664
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2020,09/07/2020,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,A,,0.36,26,%,SZPP,AAS-ETA,RU,,52,1,953237,64860491,3985841,658706,12664
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2020,06/08/2020,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.024,Q,A,,0.024,37,%,SZPP,AAS-ETA,RU,,61,1,953237,64860019,3985826,658662,12664
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2020,06/08/2020,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,A,,0.36,26,%,SZPP,AAS-ETA,RU,,61,1,953237,64860512,3985826,658662,12664
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2020,23/03/2020,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.024,Q,A,,0.024,37,%,SZPP,AAS-ETA,RU,,18,1,953237,64860001,3985867,658636,12664
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2020,23/03/2020,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,A,,0.36,26,%,SZPP,AAS-ETA,RU,,18,1,953237,64860492,3985867,658636,12664
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2020,09/06/2020,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.024,Q,A,,0.024,37,%,SZPP,AAS-ETA,RU,,41,1,953237,64859997,3985842,658703,12664
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2020,09/06/2020,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,A,,0.36,26,%,SZPP,AAS-ETA,RU,,41,1,953237,64860538,3985842,658703,12664
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2017,05/07/2017,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.024,Q,,,0.024,44,%,SZPP,AAS-ETA,RU,,68,1,953730,65218141,4078235,667792,12677
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2017,05/07/2017,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,0.36,26,%,SZPP,AAS-ETA,RU,,68,1,953730,65218951,4078235,667792,12677
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2017,06/06/2017,54.006,14.233,T~S,,0.5,0.5,I-MET,PB,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.36,Q,,,0.36,26,%,SZPP,AAS-ETA,RU,,65,1,953730,65218948,4078237,667789,12677
Metals,Primary,Poland,NATL~WFD,SZPP,Bornholm Basin,SEA-007,SEA-007,IVZP,5188,IVZP,5188,IVZP,2017,06/06/2017,54.006,14.233,T~S,,0.5,0.5,I-MET,CD,WT,WT,FM-CN-0.45,FM-CN-0.45,Yes,W,ug/l,0.024,,A,,0.024,44,%,SZPP,AAS-ETA,RU,,65,1,953730,65218138,4078237,667789,12677
