country,station_code,station_name,year,species,sex,determinand,matrix,basis,value,unit,censoring,limit_detection,limit_quantification,uncertainty,unit_uncertainty,sample,subseries,source
Canada,A6,Western Hudson Bay,2017,Rangifer tarandus,M,HG,KI,D,3.59,ug/g,,,,,,A12803,,Gamberg
Canada,A6,Western Hudson Bay,2017,Rangifer tarandus,I,HG,KI,D,4.16,ug/g,,,,,,A12804,,Gamberg
Canada,A6,Western Hudson Bay,2017,Rangifer tarandus,M,HG,KI,D,4.55,ug/g,,,,,,A12805,,Gamberg
Canada,A6,Western Hudson Bay,2017,Rangifer tarandus,M,HG,KI,D,5.23,ug/g,,,,,,A12806,,Gamberg
Canada,A6,Western Hudson Bay,2017,Rangifer tarandus,I,HG,KI,D,5.69,ug/g,,,,,,A12807,,Gamberg
Canada,A6,Western Hudson Bay,2017,Rangifer tarandus,M,HG,KI,D,5.96,ug/g,,,,,,A12808,,Gamberg
Canada,A6,Western Hudson Bay,2017,Rangifer tarandus,I,HG,KI,D,6.06,ug/g,,,,,,A12809,,Gamberg
Canada,A6,Western Hudson Bay,2017,Rangifer tarandus,F,HG,KI,D,6.29,ug/g,,,,,,A12810,,Gamberg
Canada,A6,Western Hudson Bay,2017,Rangifer tarandus,F,HG,KI,D,6.38,ug/g,,,,,,A12811,,Gamberg
Canada,A6,Western Hudson Bay,2017,Rangifer tarandus,F,HG,KI,D,6.84,ug/g,,,,,,A12812,,Gamberg
Canada,A6,Western Hudson Bay,2017,Rangifer tarandus,F,HG,KI,D,7.8,ug/g,,,,,,A12813,,Gamberg
Canada,A6,Western Hudson Bay,2017,Rangifer tarandus,F,HG,KI,D,8.49,ug/g,,,,,,A12814,,Gamberg
Canada,A6,Western Hudson Bay,2018,Rangifer tarandus,F,HG,KI,D,3.19,ug/g,,,,,,A12815,,Gamberg
Canada,A6,Western Hudson Bay,2018,Rangifer tarandus,M,HG,KI,D,3.61,ug/g,,,,,,A12816,,Gamberg
Canada,A6,Western Hudson Bay,2018,Rangifer tarandus,M,HG,KI,D,3.69,ug/g,,,,,,A12817,,Gamberg
Canada,A6,Western Hudson Bay,2018,Rangifer tarandus,M,HG,KI,D,3.78,ug/g,,,,,,A12818,,Gamberg
Canada,A6,Western Hudson Bay,2018,Rangifer tarandus,M,HG,KI,D,3.96,ug/g,,,,,,A12819,,Gamberg
Canada,A6,Western Hudson Bay,2018,Rangifer tarandus,F,HG,KI,D,4.49,ug/g,,,,,,A12820,,Gamberg
Canada,A6,Western Hudson Bay,2018,Rangifer tarandus,F,HG,KI,D,4.77,ug/g,,,,,,A12821,,Gamberg
Canada,A6,Western Hudson Bay,2018,Rangifer tarandus,M,HG,KI,D,4.96,ug/g,,,,,,A12822,,Gamberg
Canada,A6,Western Hudson Bay,2018,Rangifer tarandus,M,HG,KI,D,5.15,ug/g,,,,,,A12823,,Gamberg
Canada,A6,Western Hudson Bay,2018,Rangifer tarandus,F,HG,KI,D,5.73,ug/g,,,,,,A12824,,Gamberg
Canada,A6,Western Hudson Bay,2018,Rangifer tarandus,M,HG,KI,D,5.91,ug/g,,,,,,A12825,,Gamberg
Canada,A6,Western Hudson Bay,2018,Rangifer tarandus,F,HG,KI,D,6.01,ug/g,,,,,,A12826,,Gamberg
Canada,A6,Western Hudson Bay,2018,Rangifer tarandus,F,HG,KI,D,6.31,ug/g,,,,,,A12827,,Gamberg
Canada,A6,Western Hudson Bay,2018,Rangifer tarandus,M,HG,KI,D,6.68,ug/g,,,,,,A12828,,Gamberg
Canada,A6,Western Hudson Bay,2018,Rangifer tarandus,F,HG,KI,D,7.09,ug/g,,,,,,A12829,,Gamberg
Canada,A6,Western Hudson Bay,2018,Rangifer tarandus,F,HG,KI,D,11.64,ug/g,,,,,,A12830,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,F,HG,KI,D,1.76,ug/g,,,,,,A12831,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,I,HG,KI,D,1.91,ug/g,,,,,,A12832,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,F,HG,KI,D,2.2,ug/g,,,,,,A12833,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,F,HG,KI,D,2.29,ug/g,,,,,,A12834,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,F,HG,KI,D,2.38,ug/g,,,,,,A12835,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,F,HG,KI,D,2.44,ug/g,,,,,,A12836,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,F,HG,KI,D,2.73,ug/g,,,,,,A12837,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,F,HG,KI,D,3.07,ug/g,,,,,,A12838,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,F,HG,KI,D,3.56,ug/g,,,,,,A12839,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,F,HG,KI,D,4.27,ug/g,,,,,,A12840,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,F,HG,KI,D,2.69,ug/g,,,,,,A12841,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,F,HG,KI,D,3.13,ug/g,,,,,,A12842,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,F,HG,KI,D,3.13,ug/g,,,,,,A12843,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,F,HG,KI,D,3.15,ug/g,,,,,,A12844,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,F,HG,KI,D,3.36,ug/g,,,,,,A12845,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,F,HG,KI,D,3.53,ug/g,,,,,,A12846,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,F,HG,KI,D,4.21,ug/g,,,,,,A12847,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,F,HG,KI,D,4.43,ug/g,,,,,,A12848,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,F,HG,KI,D,4.64,ug/g,,,,,,A12849,,Gamberg
Canada,A16,Old Crow,1991,Rangifer tarandus,F,HG,KI,D,5.44,ug/g,,,,,,A12850,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,I,HG,KI,D,0.79,ug/g,,,,,,A12851,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,F,HG,KI,D,0.91,ug/g,,,,,,A12852,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,F,HG,KI,D,0.92,ug/g,,,,,,A12853,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,I,HG,KI,D,0.96,ug/g,,,,,,A12854,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,F,HG,KI,D,1.16,ug/g,,,,,,A12855,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,F,HG,KI,D,1.17,ug/g,,,,,,A12856,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,I,HG,KI,D,1.19,ug/g,,,,,,A12857,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,I,HG,KI,D,1.45,ug/g,,,,,,A12858,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,F,HG,KI,D,1.54,ug/g,,,,,,A12859,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,F,HG,KI,D,1.6,ug/g,,,,,,A12860,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,I,HG,KI,D,1.64,ug/g,,,,,,A12861,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,I,HG,KI,D,1.64,ug/g,,,,,,A12862,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,F,HG,KI,D,1.64,ug/g,,,,,,A12863,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,F,HG,KI,D,1.97,ug/g,,,,,,A12864,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,I,HG,KI,D,2.11,ug/g,,,,,,A12865,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,F,HG,KI,D,2.53,ug/g,,,,,,A12866,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,F,HG,KI,D,2.2,ug/g,,,,,,A12867,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,F,HG,KI,D,2.29,ug/g,,,,,,A12868,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,F,HG,KI,D,2.41,ug/g,,,,,,A12869,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,F,HG,KI,D,2.45,ug/g,,,,,,A12870,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,I,HG,KI,D,2.51,ug/g,,,,,,A12871,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,F,HG,KI,D,2.7,ug/g,,,,,,A12872,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,F,HG,KI,D,2.94,ug/g,,,,,,A12873,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,F,HG,KI,D,2.94,ug/g,,,,,,A12874,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,F,HG,KI,D,3.09,ug/g,,,,,,A12875,,Gamberg
Canada,A16,Old Crow,1992,Rangifer tarandus,F,HG,KI,D,3.74,ug/g,,,,,,A12876,,Gamberg
Canada,A16,Old Crow,1993,Rangifer tarandus,M,HG,KI,D,0.93,ug/g,,,,,,A12877,,Gamberg
Canada,A16,Old Crow,1993,Rangifer tarandus,F,HG,KI,D,1.18,ug/g,,,,,,A12878,,Gamberg
Canada,A16,Old Crow,1993,Rangifer tarandus,M,HG,KI,D,1.26,ug/g,,,,,,A12879,,Gamberg
Canada,A16,Old Crow,1993,Rangifer tarandus,F,HG,KI,D,1.72,ug/g,,,,,,A12880,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,F,HG,KI,D,0.4,ug/g,,,,,,A12881,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,M,HG,KI,D,0.6,ug/g,,,,,,A12882,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,F,HG,KI,D,1.3,ug/g,,,,,,A12883,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,I,HG,KI,D,1.5,ug/g,,,,,,A12884,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,F,HG,KI,D,1.53,ug/g,,,,,,A12885,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,I,HG,KI,D,1.55,ug/g,,,,,,A12886,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,F,HG,KI,D,1.6,ug/g,,,,,,A12887,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,I,HG,KI,D,1.84,ug/g,,,,,,A12888,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,F,HG,KI,D,1.9,ug/g,,,,,,A12889,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,M,HG,KI,D,2.94,ug/g,,,,,,A12890,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,F,HG,KI,D,3.04,ug/g,,,,,,A12891,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,I,HG,KI,D,0.84,ug/g,,,,,,A12892,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,M,HG,KI,D,1.08,ug/g,,,,,,A12893,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,F,HG,KI,D,1.32,ug/g,,,,,,A12894,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,F,HG,KI,D,1.36,ug/g,,,,,,A12895,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,F,HG,KI,D,1.4,ug/g,,,,,,A12896,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,F,HG,KI,D,1.44,ug/g,,,,,,A12897,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,M,HG,KI,D,1.46,ug/g,,,,,,A12898,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,F,HG,KI,D,1.52,ug/g,,,,,,A12899,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,F,HG,KI,D,1.64,ug/g,,,,,,A12900,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,M,HG,KI,D,1.67,ug/g,,,,,,A12901,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,F,HG,KI,D,1.76,ug/g,,,,,,A12902,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,F,HG,KI,D,1.84,ug/g,,,,,,A12903,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,F,HG,KI,D,1.92,ug/g,,,,,,A12904,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,F,HG,KI,D,1.92,ug/g,,,,,,A12905,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,F,HG,KI,D,2.04,ug/g,,,,,,A12906,,Gamberg
Canada,A16,Old Crow,1994,Rangifer tarandus,F,HG,KI,D,2.12,ug/g,,,,,,A12907,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,0.025,ug/g,D,0.025,,,,A12908,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,0.025,ug/g,D,0.025,,,,A12909,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,0.025,ug/g,D,0.025,,,,A12910,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,0.025,ug/g,D,0.025,,,,A12911,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,0.05,ug/g,,,,,,A12912,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,0.13,ug/g,,,,,,A12913,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,0.17,ug/g,,,,,,A12914,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,I,HG,KI,D,0.22,ug/g,,,,,,A12915,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,0.22,ug/g,,,,,,A12916,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,0.23,ug/g,,,,,,A12917,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,0.32,ug/g,,,,,,A12918,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,0.33,ug/g,,,,,,A12919,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,0.34,ug/g,,,,,,A12920,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,I,HG,KI,D,0.47,ug/g,,,,,,A12921,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,0.48,ug/g,,,,,,A12922,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,0.84,ug/g,,,,,,A12923,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,1.6,ug/g,,,,,,A12924,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,1.64,ug/g,,,,,,A12925,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,I,HG,KI,D,1.72,ug/g,,,,,,A12926,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,1.88,ug/g,,,,,,A12927,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,1.88,ug/g,,,,,,A12928,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,2.08,ug/g,,,,,,A12929,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,I,HG,KI,D,2.08,ug/g,,,,,,A12930,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,2.16,ug/g,,,,,,A12931,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,2.16,ug/g,,,,,,A12932,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,2.24,ug/g,,,,,,A12933,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,2.28,ug/g,,,,,,A12934,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,2.52,ug/g,,,,,,A12935,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,2.52,ug/g,,,,,,A12936,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,2.56,ug/g,,,,,,A12937,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,2.56,ug/g,,,,,,A12938,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,2.72,ug/g,,,,,,A12939,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,2.72,ug/g,,,,,,A12940,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,2.84,ug/g,,,,,,A12941,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,2.94,ug/g,,,,,,A12942,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,2.96,ug/g,,,,,,A12943,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,3.32,ug/g,,,,,,A12944,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,3.4,ug/g,,,,,,A12945,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,3.52,ug/g,,,,,,A12946,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,3.72,ug/g,,,,,,A12947,,Gamberg
Canada,A16,Old Crow,1995,Rangifer tarandus,F,HG,KI,D,4.96,ug/g,,,,,,A12948,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,0.93,ug/g,,,,,,A12949,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,M,HG,KI,D,1.15,ug/g,,,,,,A12950,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,1.19,ug/g,,,,,,A12951,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,1.33,ug/g,,,,,,A12952,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,X,HG,KI,D,1.47,ug/g,,,,,,A12953,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,1.54,ug/g,,,,,,A12954,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,X,HG,KI,D,1.61,ug/g,,,,,,A12955,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,I,HG,KI,D,1.61,ug/g,,,,,,A12956,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,1.68,ug/g,,,,,,A12957,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,1.75,ug/g,,,,,,A12958,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,M,HG,KI,D,1.77,ug/g,,,,,,A12959,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,1.82,ug/g,,,,,,A12960,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,X,HG,KI,D,1.89,ug/g,,,,,,A12961,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,1.96,ug/g,,,,,,A12962,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.03,ug/g,,,,,,A12963,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.03,ug/g,,,,,,A12964,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.03,ug/g,,,,,,A12965,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.1,ug/g,,,,,,A12966,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.17,ug/g,,,,,,A12967,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,I,HG,KI,D,2.17,ug/g,,,,,,A12968,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.24,ug/g,,,,,,A12969,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.24,ug/g,,,,,,A12970,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.38,ug/g,,,,,,A12971,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.45,ug/g,,,,,,A12972,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.59,ug/g,,,,,,A12973,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.73,ug/g,,,,,,A12974,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.8,ug/g,,,,,,A12975,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.8,ug/g,,,,,,A12976,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,3.22,ug/g,,,,,,A12977,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,1.36,ug/g,,,,,,A12978,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,1.84,ug/g,,,,,,A12979,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,1.84,ug/g,,,,,,A12980,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,1.96,ug/g,,,,,,A12981,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.04,ug/g,,,,,,A12982,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.12,ug/g,,,,,,A12983,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.2,ug/g,,,,,,A12984,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.36,ug/g,,,,,,A12985,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.48,ug/g,,,,,,A12986,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.56,ug/g,,,,,,A12987,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.64,ug/g,,,,,,A12988,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.68,ug/g,,,,,,A12989,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,2.88,ug/g,,,,,,A12990,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,3.16,ug/g,,,,,,A12991,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,3.2,ug/g,,,,,,A12992,,Gamberg
Canada,A16,Old Crow,1996,Rangifer tarandus,F,HG,KI,D,3.72,ug/g,,,,,,A12993,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,M,HG,KI,D,0.75,ug/g,,,,,,A12994,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,M,HG,KI,D,1.19,ug/g,,,,,,A12995,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,M,HG,KI,D,1.19,ug/g,,,,,,A12996,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,M,HG,KI,D,1.24,ug/g,,,,,,A12997,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,F,HG,KI,D,1.26,ug/g,,,,,,A12998,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,M,HG,KI,D,1.38,ug/g,,,,,,A12999,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,M,HG,KI,D,1.38,ug/g,,,,,,A13000,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,M,HG,KI,D,1.41,ug/g,,,,,,A13001,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,F,HG,KI,D,1.45,ug/g,,,,,,A13002,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,I,HG,KI,D,1.5,ug/g,,,,,,A13003,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,I,HG,KI,D,1.58,ug/g,,,,,,A13004,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,I,HG,KI,D,1.58,ug/g,,,,,,A13005,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,F,HG,KI,D,1.58,ug/g,,,,,,A13006,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,M,HG,KI,D,1.65,ug/g,,,,,,A13007,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,M,HG,KI,D,1.67,ug/g,,,,,,A13008,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,I,HG,KI,D,1.76,ug/g,,,,,,A13009,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,M,HG,KI,D,1.79,ug/g,,,,,,A13010,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,F,HG,KI,D,1.89,ug/g,,,,,,A13011,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,M,HG,KI,D,2.05,ug/g,,,,,,A13012,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,F,HG,KI,D,2.07,ug/g,,,,,,A13013,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,F,HG,KI,D,2.07,ug/g,,,,,,A13014,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,F,HG,KI,D,2.11,ug/g,,,,,,A13015,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,F,HG,KI,D,2.24,ug/g,,,,,,A13016,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,F,HG,KI,D,2.29,ug/g,,,,,,A13017,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,F,HG,KI,D,2.33,ug/g,,,,,,A13018,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,F,HG,KI,D,2.51,ug/g,,,,,,A13019,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,F,HG,KI,D,2.51,ug/g,,,,,,A13020,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,F,HG,KI,D,2.51,ug/g,,,,,,A13021,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,F,HG,KI,D,2.55,ug/g,,,,,,A13022,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,F,HG,KI,D,2.82,ug/g,,,,,,A13023,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,I,HG,KI,D,2.86,ug/g,,,,,,A13024,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,F,HG,KI,D,3.21,ug/g,,,,,,A13025,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,F,HG,KI,D,3.26,ug/g,,,,,,A13026,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,F,HG,KI,D,3.52,ug/g,,,,,,A13027,,Gamberg
Canada,A16,Old Crow,1997,Rangifer tarandus,F,HG,KI,D,1.52,ug/g,,,,,,A13028,,Gamberg
