country,station_code,station_name,year,species,sex,determinand,matrix,basis,value,unit,qflag,limit_detection,limit_quantification,uncertainty,unit_uncertainty,sample,series_subroup,source
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,N15D,MU,D,14.03,ppt,,,,,,A21159,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,C13D,MU,D,-21.51,ppt,,,,,,A21159,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,HG,LI,W,6.932,mg/kg,,,,25,%,A21160,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,AGMEA,WO,,6,y,,,,,,A21160,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,N15D,MU,D,15,ppt,,,,,,A21160,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,C13D,MU,D,-22.24,ppt,,,,,,A21160,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,HG,LI,W,6.932,mg/kg,,,,25,%,A21161,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,AGMEA,WO,,6,y,,,,,,A21161,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,N15D,MU,D,15.20025404,ppt,,,,,,A21161,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,C13D,MU,D,-20.58925511,ppt,,,,,,A21161,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,HG,LI,W,0.573,mg/kg,,,,25,%,A21162,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,AGMEA,WO,,0,y,,,,,,A21162,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,N15D,MU,D,14.40411129,ppt,,,,,,A21162,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,C13D,MU,D,-21.14057892,ppt,,,,,,A21162,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,HG,LI,W,4.255,mg/kg,,,,25,%,A21163,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,AGMEA,WO,,7,y,,,,,,A21163,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,N15D,MU,D,14.87290335,ppt,,,,,,A21163,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,C13D,MU,D,-20.79911526,ppt,,,,,,A21163,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,HG,LI,W,6.603,mg/kg,,,,25,%,A21164,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,AGMEA,WO,,2,y,,,,,,A21164,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,N15D,MU,D,15.20749251,ppt,,,,,,A21164,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,C13D,MU,D,-21.42447053,ppt,,,,,,A21164,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,HG,LI,W,8.257,mg/kg,,,,25,%,A21165,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,AGMEA,WO,,4,y,,,,,,A21165,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,N15D,MU,D,14.5,ppt,,,,,,A21165,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,C13D,MU,D,-23.7,ppt,,,,,,A21165,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,HG,LI,W,8.257,mg/kg,,,,25,%,A21166,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,AGMEA,WO,,4,y,,,,,,A21166,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,N15D,MU,D,15.3,ppt,,,,,,A21166,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,C13D,MU,D,-20.449,ppt,,,,,,A21166,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,HG,LI,W,8.257,mg/kg,,,,25,%,A21167,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,AGMEA,WO,,4,y,,,,,,A21167,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,N15D,MU,D,15.19640831,ppt,,,,,,A21167,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,C13D,MU,D,-20.90959377,ppt,,,,,,A21167,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,HG,LI,W,9.041,mg/kg,,,,25,%,A21168,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,AGMEA,WO,,4,y,,,,,,A21168,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,N15D,MU,D,15.29314965,ppt,,,,,,A21168,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,C13D,MU,D,-21.2828045,ppt,,,,,,A21168,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,HG,LI,W,6.725,mg/kg,,,,25,%,A21169,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,AGMEA,WO,,1,y,,,,,,A21169,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,N15D,MU,D,15.77042468,ppt,,,,,,A21169,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,C13D,MU,D,-20.64184904,ppt,,,,,,A21169,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,HG,LI,W,17.825,mg/kg,,,,25,%,A21170,undefined,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,N15D,MU,D,15.74024893,ppt,,,,,,A21170,undefined,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,C13D,MU,D,-20.89380045,ppt,,,,,,A21170,undefined,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,HG,LI,W,3.676,mg/kg,,,,25,%,A21171,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,AGMEA,WO,,3,y,,,,,,A21171,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,N15D,MU,D,14.16856372,ppt,,,,,,A21171,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,C13D,MU,D,-21.66245343,ppt,,,,,,A21171,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,HG,LI,W,13.844,mg/kg,,,,25,%,A21172,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,AGMEA,WO,,3,y,,,,,,A21172,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,N15D,MU,D,15.1067244,ppt,,,,,,A21172,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,C13D,MU,D,-20.73334826,ppt,,,,,,A21172,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,HG,LI,W,12.142,mg/kg,,,,25,%,A21173,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,AGMEA,WO,,5,y,,,,,,A21173,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,N15D,MU,D,15.34317164,ppt,,,,,,A21173,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,F,C13D,MU,D,-20.77660258,ppt,,,,,,A21173,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,HG,LI,W,14.006,mg/kg,,,,25,%,A21174,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,AGMEA,WO,,3,y,,,,,,A21174,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,N15D,MU,D,15.23103014,ppt,,,,,,A21174,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,C13D,MU,D,-21.95926724,ppt,,,,,,A21174,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,HG,LI,W,2.409,mg/kg,,,,25,%,A21175,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,AGMEA,WO,,4,y,,,,,,A21175,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,N15D,MU,D,14.54553208,ppt,,,,,,A21175,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,C13D,MU,D,-20.9422972,ppt,,,,,,A21175,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,HG,LI,W,3.525,mg/kg,,,,25,%,A21176,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,AGMEA,WO,,6,y,,,,,,A21176,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,N15D,MU,D,13.75132846,ppt,,,,,,A21176,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,C13D,MU,D,-20.68519733,ppt,,,,,,A21176,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,HG,LI,W,6.537,mg/kg,,,,25,%,A21177,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,AGMEA,WO,,7,y,,,,,,A21177,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,N15D,MU,D,14.97778798,ppt,,,,,,A21177,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2004,Phoca hispida,M,C13D,MU,D,-20.88026658,ppt,,,,,,A21177,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,HG,LI,W,11.809,mg/kg,,,,25,%,A21179,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,AGMEA,WO,,21,y,,,,,,A21179,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,N15D,MU,D,15.08,ppt,,,,,,A21179,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,C13D,MU,D,-21.14,ppt,,,,,,A21179,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,HG,LI,W,2.21,mg/kg,,,,25,%,A21181,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,AGMEA,WO,,2,y,,,,,,A21181,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,N15D,MU,D,14.47,ppt,,,,,,A21181,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,C13D,MU,D,-21.26,ppt,,,,,,A21181,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,HG,LI,W,8.485,mg/kg,,,,25,%,A21183,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,AGMEA,WO,,16,y,,,,,,A21183,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,N15D,MU,D,14.36,ppt,,,,,,A21183,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,C13D,MU,D,-20.95,ppt,,,,,,A21183,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,HG,LI,W,1.127,mg/kg,,,,25,%,A21184,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,AGMEA,WO,,3,y,,,,,,A21184,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,N15D,MU,D,14.39,ppt,,,,,,A21184,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,C13D,MU,D,-20.88,ppt,,,,,,A21184,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,HG,LI,W,11.001,mg/kg,,,,25,%,A21187,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,AGMEA,WO,,9,y,,,,,,A21187,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,N15D,MU,D,15.04,ppt,,,,,,A21187,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,C13D,MU,D,-21.09,ppt,,,,,,A21187,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,HG,LI,W,8.049,mg/kg,,,,25,%,A21189,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,AGMEA,WO,,6,y,,,,,,A21189,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,N15D,MU,D,15.24,ppt,,,,,,A21189,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,C13D,MU,D,-21.68,ppt,,,,,,A21189,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,HG,LI,W,1.465,mg/kg,,,,25,%,A21190,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,AGMEA,WO,,4,y,,,,,,A21190,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,N15D,MU,D,14.02,ppt,,,,,,A21190,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,C13D,MU,D,-20.94,ppt,,,,,,A21190,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,HG,LI,W,2.597,mg/kg,,,,25,%,A21193,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,AGMEA,WO,,1,y,,,,,,A21193,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,N15D,MU,D,14.11,ppt,,,,,,A21193,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,C13D,MU,D,-21.11,ppt,,,,,,A21193,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,HG,LI,W,5.892,mg/kg,,,,25,%,A21194,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,AGMEA,WO,,3,y,,,,,,A21194,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,N15D,MU,D,12.38,ppt,,,,,,A21194,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,C13D,MU,D,-19.78,ppt,,,,,,A21194,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,HG,LI,W,0.949,mg/kg,,,,25,%,A21196,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,AGMEA,WO,,0,y,,,,,,A21196,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,N15D,MU,D,14.31,ppt,,,,,,A21196,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,C13D,MU,D,-22.79,ppt,,,,,,A21196,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,HG,LI,W,0.675,mg/kg,,,,25,%,A21199,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,AGMEA,WO,,1,y,,,,,,A21199,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,N15D,MU,D,13.9,ppt,,,,,,A21199,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,C13D,MU,D,-20.45,ppt,,,,,,A21199,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,HG,LI,W,1.945,mg/kg,,,,25,%,A21201,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,AGMEA,WO,,17,y,,,,,,A21201,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,N15D,MU,D,15.02,ppt,,,,,,A21201,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,C13D,MU,D,-21.34,ppt,,,,,,A21201,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,HG,LI,W,37.183,mg/kg,,,,25,%,A21202,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,AGMEA,WO,,7,y,,,,,,A21202,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,N15D,MU,D,15.04,ppt,,,,,,A21202,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,C13D,MU,D,-21.11,ppt,,,,,,A21202,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,HG,LI,W,18.751,mg/kg,,,,25,%,A21205,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,AGMEA,WO,,9,y,,,,,,A21205,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,N15D,MU,D,14.17,ppt,,,,,,A21205,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,C13D,MU,D,-20.29,ppt,,,,,,A21205,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,HG,LI,W,8.536,mg/kg,,,,25,%,A21207,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,AGMEA,WO,,4,y,,,,,,A21207,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,N15D,MU,D,13,ppt,,,,,,A21207,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,C13D,MU,D,-20.65,ppt,,,,,,A21207,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,HG,LI,W,1.205,mg/kg,,,,25,%,A21209,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,AGMEA,WO,,0,y,,,,,,A21209,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,N15D,MU,D,12.79,ppt,,,,,,A21209,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,C13D,MU,D,-19.85,ppt,,,,,,A21209,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,HG,LI,W,0.737,mg/kg,,,,25,%,A21210,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,AGMEA,WO,,0,y,,,,,,A21210,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,N15D,MU,D,12.67,ppt,,,,,,A21210,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,C13D,MU,D,-21.52,ppt,,,,,,A21210,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,HG,LI,W,12.354,mg/kg,,,,25,%,A21212,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,AGMEA,WO,,13,y,,,,,,A21212,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,N15D,MU,D,13.43,ppt,,,,,,A21212,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,C13D,MU,D,-20.57,ppt,,,,,,A21212,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,HG,LI,W,12.637,mg/kg,,,,25,%,A21215,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,AGMEA,WO,,14,y,,,,,,A21215,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,N15D,MU,D,13.41,ppt,,,,,,A21215,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,C13D,MU,D,-21.16,ppt,,,,,,A21215,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,HG,LI,W,26.529,mg/kg,,,,25,%,A21217,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,AGMEA,WO,,15,y,,,,,,A21217,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,N15D,MU,D,14.42,ppt,,,,,,A21217,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,C13D,MU,D,-20.91,ppt,,,,,,A21217,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,HG,LI,W,9.305,mg/kg,,,,25,%,A21220,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,AGMEA,WO,,7,y,,,,,,A21220,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,N15D,MU,D,14.14,ppt,,,,,,A21220,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,C13D,MU,D,-20.49,ppt,,,,,,A21220,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,HG,LI,W,17.868,mg/kg,,,,25,%,A21222,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,AGMEA,WO,,8,y,,,,,,A21222,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,N15D,MU,D,14.63,ppt,,,,,,A21222,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,C13D,MU,D,-21.28,ppt,,,,,,A21222,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,HG,LI,W,14.002,mg/kg,,,,25,%,A21225,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,AGMEA,WO,,8,y,,,,,,A21225,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,N15D,MU,D,15.3,ppt,,,,,,A21225,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,C13D,MU,D,-21.13,ppt,,,,,,A21225,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,HG,LI,W,1.016,mg/kg,,,,25,%,A21227,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,AGMEA,WO,,24,y,,,,,,A21227,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,N15D,MU,D,12.48,ppt,,,,,,A21227,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,C13D,MU,D,-20.4,ppt,,,,,,A21227,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,HG,LI,W,23.046,mg/kg,,,,25,%,A21230,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,AGMEA,WO,,20,y,,,,,,A21230,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,N15D,MU,D,13.07,ppt,,,,,,A21230,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,C13D,MU,D,-20.19,ppt,,,,,,A21230,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,HG,LI,W,1.498,mg/kg,,,,25,%,A21234,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,AGMEA,WO,,0,y,,,,,,A21234,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,N15D,MU,D,11.89,ppt,,,,,,A21234,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,C13D,MU,D,-20.3,ppt,,,,,,A21234,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,HG,LI,W,12.109,mg/kg,,,,25,%,A21238,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,AGMEA,WO,,12,y,,,,,,A21238,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,N15D,MU,D,13.44,ppt,,,,,,A21238,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,C13D,MU,D,-20.6,ppt,,,,,,A21238,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,HG,LI,W,1.348,mg/kg,,,,25,%,A21239,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,AGMEA,WO,,0,y,,,,,,A21239,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,N15D,MU,D,12.2,ppt,,,,,,A21239,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,C13D,MU,D,-20.45,ppt,,,,,,A21239,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,HG,LI,W,0.718,mg/kg,,,,25,%,A21242,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,AGMEA,WO,,0,y,,,,,,A21242,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,N15D,MU,D,14.53,ppt,,,,,,A21242,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,F,C13D,MU,D,-20.15,ppt,,,,,,A21242,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,HG,LI,W,1.595,mg/kg,,,,25,%,A21245,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,AGMEA,WO,,0,y,,,,,,A21245,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,N15D,MU,D,12.89,ppt,,,,,,A21245,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2006,Phoca hispida,M,C13D,MU,D,-21.26,ppt,,,,,,A21245,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2008,Phoca hispida,F,HG,LI,W,4.23,mg/kg,,,,25,%,A21248,juvenile,Riget
